"TimeRun1","Run1","Run2","Run3"
28.000,-0.22,,-0.22
28.050,-0.21,,-0.22
28.100,-0.21,,-0.21
28.150,-0.22,,-0.22
28.200,-0.22,,-0.22
28.250,-0.21,,-0.22
28.300,-0.21,,-0.22
28.350,-0.22,,-0.22
28.400,-0.21,,-0.22
28.450,-0.22,,-0.22
28.500,-0.22,,-0.21
28.550,-0.22,,-0.22
28.600,-0.23,,-0.22
28.650,-0.21,,-0.22
28.700,-0.23,,-0.22
28.750,-0.23,,-0.22
28.800,-0.22,,-0.24
28.850,-0.23,,-0.22
28.900,-0.22,,-0.22
28.950,-0.21,,-0.23
29.000,-0.21,,-0.22
29.050,-0.21,,-0.22
29.100,-0.22,,-0.22
29.150,-0.21,,-0.23
29.200,-0.20,,-0.23
29.250,-0.20,,-0.22
29.300,-0.21,,-0.23
29.350,-0.20,,-0.23
29.400,-0.22,,-0.23
29.450,-0.21,,-0.22
29.500,-0.22,,-0.22
29.550,-0.22,,-0.21
29.600,-0.22,,-0.23
29.650,-0.22,,-0.22
29.700,-0.21,,-0.24
29.750,-0.21,,-0.23
29.800,-0.21,,-0.23
29.850,-0.21,,-0.21
29.900,-0.21,,-0.22
29.950,-0.22,,-0.23
30.000,-0.20,,-0.23
30.050,-0.21,,-0.23
30.100,-0.20,,-0.23
30.150,-0.21,,-0.22
30.200,-0.22,,-0.23
30.250,-0.21,,-0.23
30.300,-0.22,,-0.24
30.350,-0.22,,-0.23
30.400,-0.24,,-0.22
30.450,-0.22,,-0.22
30.500,-0.22,,-0.23
30.550,-0.22,,-0.23
30.600,-0.21,,-0.23
30.650,-0.22,,-0.22
30.700,-0.22,,-0.23
30.750,-0.21,,-0.22
30.800,-0.22,,-0.23
30.850,-0.22,,-0.23
30.900,-0.23,,-0.23
30.950,-0.22,,-0.22
31.000,-0.22,,-0.22
31.050,-0.22,,-0.22
31.100,-0.21,,-0.23
31.150,-0.22,,-0.23
31.200,-0.22,,-0.23
31.250,-0.22,,-0.23
31.300,-0.22,,-0.23
31.350,-0.22,,-0.23
31.400,-0.22,,-0.23
31.450,-0.22,,-0.22
31.500,-0.21,,-0.22
31.550,-0.21,,-0.23
31.600,-0.22,,-0.23
31.650,-0.21,,-0.22
31.700,-0.21,,-0.22
31.750,-0.21,,-0.23
31.800,-0.20,,-0.23
31.850,-0.22,,-0.23
31.900,-0.22,,-0.23
31.950,-0.22,,-0.22
32.000,-0.22,,-0.23
32.050,-0.21,,-0.23
32.100,-0.22,,-0.24
32.150,-0.23,,-0.24
32.200,-0.23,,-0.23
32.250,-0.23,,-0.23
32.300,-0.23,,-0.23
32.350,-0.22,,-0.22
32.400,-0.22,,-0.22
32.450,-0.23,,-0.23
32.500,-0.22,,-0.23
32.550,-0.22,,-0.22
32.600,-0.22,,-0.22
32.650,-0.23,,-0.23
32.700,-0.23,,-0.23
